customer_id,region,income,debt,loan_amount,loan_purpose,township_flag,load_shedding_hours,transaction_frequency,support_tickets,days_since_last_contact,churned,income_missing,township_flag_missing,debt_to_income,load_shedding_sin,load_shedding_cos,has_support_ticket,log_support_tickets,loan_to_income,days_since_contact_log,township_x_loadshedding,region_mean_income,region_mean_debt_to_income,region_mean_loan_amount,region_mean_transaction_frequency
CUST_002855,Johannesburg,8515.248946490228,5796.38372186711,3027.9245603538893,home_improvement,0.0,6.0,9.0,0.0,31.0,1.0,0,0,0.6807063138484323,1.0,6.123233995736766e-17,0,0.0,0.35558849534304265,3.4657359027997265,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_008231,Johannesburg,24165.06274171892,8127.705258530393,12026.695824300828,business,0.0,6.0,7.0,0.0,53.0,0.0,0,0,0.3363411610141861,1.0,6.123233995736766e-17,0,0.0,0.4976894102384333,3.9889840465642745,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_010606,Johannesburg,26587.44929107693,10663.527296362185,12815.10471841752,business,1.0,3.0,16.0,5.0,115.0,1.0,0,0,0.4010737239070539,0.7071067811865476,0.7071067811865476,1,1.791759469228055,0.4819982758826897,4.7535901911063645,3.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_009986,Cape Town,,,,debt_consolidation,1.0,10.0,11.0,0.0,64.0,0.0,1,0,,0.49999999999999994,-0.8660254037844387,0,0.0,,4.174387269895637,10.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_012429,Johannesburg,6312.918422887088,450.255263719198,2214.223889437352,home_improvement,1.0,1.0,6.0,3.0,72.0,0.0,0,0,0.07132283890867747,0.25881904510252074,0.9659258262890683,1,1.3862943611198906,0.35074489184112106,4.290459441148391,1.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_011225,Cape Town,13576.54204026063,4915.686882825815,8141.223742432759,business,0.0,4.0,10.0,0.0,7.0,0.0,0,0,0.3620720849424371,0.8660254037844386,0.5000000000000001,0,0.0,0.5996537055083925,2.0794415416798357,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_006349,Cape Town,,,,medical,1.0,7.0,14.0,1.0,20.0,0.0,1,0,,0.9659258262890683,-0.25881904510252063,1,0.6931471805599453,,3.044522437723423,7.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010385,Gqeberha,18848.859782714702,4304.418354332581,3427.8517979088983,debt_consolidate,0.0,2.0,12.0,0.0,21.0,0.0,0,0,0.22836491989186192,0.49999999999999994,0.8660254037844387,0,0.0,0.18185990226593976,3.091042453358316,0.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_010554,Cape Town,2757.230943780139,1075.5524739174105,1000.0,renovation,1.0,11.0,8.0,0.0,13.0,1.0,0,0,0.39008428958179237,0.258819045102521,-0.9659258262890682,0,0.0,0.36268271334174457,2.6390573296152584,11.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_002803,Pretoria,1804.2727617707355,874.0602853917336,1124.926342141325,other,0.0,7.0,15.0,0.0,80.0,0.0,0,0,0.4844391069418573,0.9659258262890683,-0.25881904510252063,0,0.0,0.6234790913970837,4.394449154672439,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_002052,Cape Town,32681.48170667035,9968.743739635203,23046.6229827356,education,0.0,4.0,15.0,3.0,85.0,0.0,0,0,0.30502728820892366,0.8660254037844386,0.5000000000000001,1,1.3862943611198906,0.7051890483298296,4.454347296253507,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_003689,Johannesburg,20965.59912718653,4189.309828654335,6440.944111489175,business,0.0,3.0,7.0,0.0,0.0,0.0,0,0,0.1998182738895341,0.7071067811865476,0.7071067811865476,0,0.0,0.3072148843644095,0.0,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_014288,Gqeberha,8953.464518927229,2922.949292165967,6716.346408090966,debt_consolidation,0.0,4.0,9.0,0.0,23.0,0.0,0,0,0.3264601413214942,0.8660254037844386,0.5000000000000001,0,0.0,0.7501393894947488,3.1780538303479458,0.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_003831,Cape Town,10765.98779440294,7055.103037994551,3624.966637914543,car,1.0,6.0,4.0,0.0,38.0,1.0,0,0,0.6553140476029876,1.0,6.123233995736766e-17,0,0.0,0.3367054381948216,3.6635616461296463,6.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010651,Pretoria,,,,home_improvement,0.0,5.0,11.0,0.0,87.0,1.0,1,0,,0.9659258262890683,0.25881904510252074,0,0.0,,4.477336814478207,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_013815,Cape Town,6384.852725282348,2234.173880744575,2702.470765691298,debt_consolidation,1.0,9.0,11.0,0.0,36.0,0.0,0,0,0.34991784100169304,0.7071067811865476,-0.7071067811865475,0,0.0,0.42326281935842,3.6109179126442243,9.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_007851,Johannesburg,7880.546060588328,1572.441110499426,5355.449253648727,education,1.0,2.0,11.0,2.0,181.0,0.0,0,0,0.19953453712597605,0.49999999999999994,0.8660254037844387,1,1.0986122886681098,0.6795784470358025,5.204006687076795,2.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_012430,Durban,21526.432671114373,4546.6137812472425,15777.653801914508,debt_consolidation,0.0,3.0,6.0,1.0,1.0,0.0,0,0,0.211210740335448,0.7071067811865476,0.7071067811865476,1,0.6931471805599453,0.7329432629627497,0.6931471805599453,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_003843,Cape Town,26071.914608201256,12641.921644546368,9309.016246787914,home_improve,1.0,3.0,13.0,2.0,13.0,0.0,0,0,0.48488658522108263,0.7071067811865476,0.7071067811865476,1,1.0986122886681098,0.3570515010761674,2.6390573296152584,3.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009757,Johannesburg,,,,home_improvement,0.0,7.0,12.0,0.0,1.0,0.0,1,0,,0.9659258262890683,-0.25881904510252063,0,0.0,,0.6931471805599453,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_013149,Durban,9415.308326021344,1349.8018954493505,3198.652779040396,car,0.0,6.0,6.0,1.0,139.0,0.0,0,0,0.1433624740380372,1.0,6.123233995736766e-17,1,0.6931471805599453,0.33972894654975794,4.941642422609304,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_001675,Durban,3749.537902032316,887.3582401621197,1125.2406106060596,car,0.0,6.0,9.0,0.0,25.0,0.0,0,0,0.23665802649471973,1.0,6.123233995736766e-17,0,0.0,0.30010114312917313,3.258096538021482,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_001639,Pretoria,26689.55540454162,14480.278672350232,14758.15615471924,business,0.0,3.0,10.0,3.0,21.0,0.0,0,0,0.5425447690254968,0.7071067811865476,0.7071067811865476,1,1.3862943611198906,0.5529562381622858,3.091042453358316,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_009134,Johannesburg,7773.38708405607,4685.007962115824,3891.590951428139,debt_consolidation,1.0,8.0,11.0,2.0,39.0,0.0,0,0,0.6026984005113041,0.8660254037844387,-0.4999999999999998,1,1.0986122886681098,0.5006300225818098,3.6888794541139363,8.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_009035,Cape Town,5010.767329725039,2583.213517346464,3072.286940882097,home_improvement,0.0,3.0,6.0,2.0,17.0,0.0,0,0,0.5155325217401813,0.7071067811865476,0.7071067811865476,1,1.0986122886681098,0.6131370184874829,2.8903717578961645,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
,,,,,,,,,,,,1,1,,0.0,1.0,0,0.0,,3.7376696182833684,0.0,17270.515814357597,0.3409455902049988,8413.312704404387,8.619873015873015
CUST_012406,Johannesburg,23115.0,8875.779456614247,12422.807580394932,debt_consolidate,1.0,7.0,6.0,0.0,75.0,0.0,0,0,0.3839835369506488,0.9659258262890683,-0.25881904510252063,0,0.0,0.5374348942416151,4.330733340286331,7.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_014173,Durban,5648.0,2278.2690769936407,2731.366794141837,home_improvement,0.0,4.0,11.0,1.0,54.0,0.0,0,0,0.4033762530087891,0.8660254037844386,0.5000000000000001,1,0.6931471805599453,0.48359893663984366,4.007333185232471,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_003827,Cape Town,,,,education,1.0,5.0,10.0,0.0,63.0,1.0,1,0,,0.9659258262890683,0.25881904510252074,0,0.0,,4.1588830833596715,5.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001682,Pretoria,18560.31414311493,9996.616405090732,13059.774508631122,debt_consolidation,0.0,5.0,10.0,0.0,34.0,0.0,0,0,0.5386016814159927,0.9659258262890683,0.25881904510252074,0,0.0,0.7036397341084731,3.5553480614894135,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_008303,Durban,15467.8913878013,3213.820129625252,2624.687577544211,debt_consolidation,0.0,4.0,12.0,2.0,16.0,0.0,0,0,0.2077736421242148,0.8660254037844386,0.5000000000000001,1,1.0986122886681098,0.16968619133272178,2.833213344056216,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_010516,Cape Town,17730.422108902876,10937.33363549662,11816.613723330876,other,0.0,3.0,8.0,0.0,208.0,1.0,0,0,0.6168682036060901,0.7071067811865476,0.7071067811865476,0,0.0,0.6664598085004116,5.342334251964811,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_006464,Johannesburg,35041.066300629165,9038.285225054702,10508.18310650996,home_improvement,0.0,0.0,10.0,3.0,132.0,0.0,0,0,0.25793408075862173,0.0,1.0,1,1.3862943611198906,0.29988194469759283,4.890349128221754,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_013647,Durban,10781.0,0.0,3773.653198935258,car,1.0,6.0,12.0,1.0,68.0,1.0,0,0,0.0,1.0,6.123233995736766e-17,1,0.6931471805599453,0.3500281234519301,4.23410650459726,6.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_007490,Gqeberha,,,,debt_consolidation,1.0,9.0,8.0,0.0,58.0,0.0,1,0,,0.7071067811865476,-0.7071067811865475,0,0.0,,4.07753744390572,9.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_014322,Johannesburg,9680.08988387913,4173.354558903639,5417.305315794024,debt_consolidation,1.0,4.0,8.0,0.0,28.0,0.0,0,0,0.4311276660616336,0.8660254037844386,0.5000000000000001,0,0.0,0.5596337824110298,3.367295829986474,4.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_007574,Durban,9189.765063092484,5310.922457509302,5889.19682527929,debt_consolidation,0.0,12.0,7.0,0.0,150.0,0.0,0,0,0.5779171089845144,1.2246467991473532e-16,-1.0,0,0.0,0.6408430231727267,5.017279836814924,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_009031,Johannesburg,,,,car,1.0,8.0,12.0,1.0,15.0,1.0,1,0,,0.8660254037844387,-0.4999999999999998,1,0.6931471805599453,,2.772588722239781,8.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_007147,Durban,38975.74621092733,22561.58290646643,37744.05315100109,home_improvement,0.0,3.0,7.0,0.0,3.0,0.0,0,0,0.578862115541511,0.7071067811865476,0.7071067811865476,0,0.0,0.9683984739314389,1.3862943611198906,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_013665,Cape Town,8407.09042295301,898.6641583588153,6507.842024193751,business,0.0,4.0,11.0,0.0,130.0,0.0,0,0,0.1068935997054683,0.8660254037844386,0.5000000000000001,0,0.0,0.7740896905814243,4.875197323201151,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_002448_DUP,Johannesburg,4743.180696816047,3031.5168563367547,3182.1358013821714,education,0.0,3.0,4.0,0.0,2.0,0.0,0,0,0.6391316397394937,0.7071067811865476,0.7071067811865476,0,0.0,0.6708864799349185,1.0986122886681098,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_000626,Cape Town,,,,education,0.0,2.0,12.0,1.0,33.0,1.0,1,0,,0.49999999999999994,0.8660254037844387,1,0.6931471805599453,,3.5263605246161616,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009208,Durban,12388.0,8594.445816336782,1386.4199368299358,medical,0.0,3.0,15.0,0.0,106.0,1.0,0,0,0.6937718611831435,0.7071067811865476,0.7071067811865476,0,0.0,0.11191636558200967,4.672828834461906,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_011048,Cape Town,11144.019374117912,2007.9078758688115,2231.2354995259384,education,0.0,6.0,12.0,0.0,83.0,0.0,0,0,0.18017806757696386,1.0,6.123233995736766e-17,0,0.0,0.2002181999708295,4.430816798843313,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009913,Johannesburg,17556.511974760226,5967.957348273797,13826.84617984218,other,0.0,1.0,7.0,0.0,6.0,0.0,0,0,0.3399284184041519,0.25881904510252074,0.9659258262890683,0,0.0,0.7875622560859511,1.9459101490553132,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_002226,Cape Town,5701.789944723129,1458.3400577591983,4030.236318772296,business,0.0,2.0,4.0,0.0,188.0,0.0,0,0,0.25576881503831217,0.49999999999999994,0.8660254037844387,0,0.0,0.7068370385166826,5.241747015059643,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001626,Durban,,,,home_improvement,0.0,4.0,10.0,0.0,76.0,0.0,1,0,,0.8660254037844386,0.5000000000000001,0,0.0,,4.343805421853684,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_011727,Johannesburg,8972.304677755212,3709.303327502708,4411.04020885256,debt_consolidation,0.0,4.0,6.0,5.0,60.0,1.0,0,0,0.4134170049640737,0.8660254037844386,0.5000000000000001,1,1.791759469228055,0.4916284463443078,4.110873864173311,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_014525,Cape Town,5908.0,960.973364453924,2537.3765311769057,car,0.0,4.0,7.0,2.0,22.0,0.0,0,0,0.1626562905304543,0.8660254037844386,0.5000000000000001,1,1.0986122886681098,0.42948147108613843,3.1354942159291497,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_011911,Pretoria,15362.105021170391,2203.507482727835,7545.079750304815,medical,1.0,3.0,8.0,4.0,6.0,1.0,0,0,0.14343786087200935,0.7071067811865476,0.7071067811865476,1,1.6094379124341003,0.49114881976831964,1.9459101490553132,3.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_002779,Cape Town,8190.135239220123,5428.8746573210565,5416.324976360424,debt consolidation,0.0,6.0,11.0,0.0,33.0,0.0,0,0,0.6628553129774695,1.0,6.123233995736766e-17,0,0.0,0.6613230207021801,3.5263605246161616,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_005054,Johannesburg,17497.14789503144,13512.498631827635,5456.330135687553,debt_consolidation,0.0,4.0,9.0,1.0,39.0,0.0,0,0,0.7722686413175199,0.8660254037844386,0.5000000000000001,1,0.6931471805599453,0.3118411165305949,3.6888794541139363,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_004157,Cape Town,12846.198694084822,6695.055766405827,3323.044523174125,home_improvement,0.0,2.0,9.0,0.0,39.0,0.0,0,0,0.5211701862815372,0.49999999999999994,0.8660254037844387,0,0.0,0.2586792094928641,3.6888794541139363,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
